,transaction_hash,transaction_index,block_hash,block_number,address,data,topics,hash,nonce,transaction_sender,to_address,value,gas,gas_price,input,block_timestamp,contract
256057,0xdb9244ae0918fc6f46bce65e5de9990a527cb7716be8621089f7a61b2c58feee,2,0xa254bb42656f5a47a3a16bf9e41b7f08bfd2366800793cb288d2ad2a8965d810,3752675,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000009fdc2ae870b6422d2b400000000000000000000000000000000000000000000000043b8e88220e4a401,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xdb9244ae0918fc6f46bce65e5de9990a527cb7716be8621089f7a61b2c58feee,114,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e4db4577132ae800000000000000000000000000000000000000000000000000000577be2681c473000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe552000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362454,KWH
256058,0xdb9244ae0918fc6f46bce65e5de9990a527cb7716be8621089f7a61b2c58feee,2,0xa254bb42656f5a47a3a16bf9e41b7f08bfd2366800793cb288d2ad2a8965d810,3752675,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000e4db4577132ae80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000613450e574c0e2,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0xdb9244ae0918fc6f46bce65e5de9990a527cb7716be8621089f7a61b2c58feee,114,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e4db4577132ae800000000000000000000000000000000000000000000000000000577be2681c473000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe552000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362454,KWH
256077,0xcf067112acef15d99ffed69d19794db000129d5947aa7244402578c572878f00,2,0x72e9b56d1389bedbedb056df9d8b4d652f24d27997ad51743c8c3fad857cf823,3752677,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a0c0cb97905f2ac52b40000000000000000000000000000000000000000000000004358e105b5ae7437,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xcf067112acef15d99ffed69d19794db000129d5947aa7244402578c572878f00,115,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e4a0af1fa8e89800000000000000000000000000000000000000000000000000000566d232d4a5e3400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe56f000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362484,KWH
256078,0xcf067112acef15d99ffed69d19794db000129d5947aa7244402578c572878f00,2,0x72e9b56d1389bedbedb056df9d8b4d652f24d27997ad51743c8c3fad857cf823,3752677,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000e4a0af1fa8e898000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000060077c6b362fca,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0xcf067112acef15d99ffed69d19794db000129d5947aa7244402578c572878f00,115,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e4a0af1fa8e89800000000000000000000000000000000000000000000000000000566d232d4a5e3400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe56f000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362484,KWH
256148,0xa62a03ae07cd1053972c9b5800ce79ecd1ad8ced8aa4597073990d4fa477caba,3,0x4a6e901ee791a196c4cb1af9063236069f24a650fe93ce0c0106390a689fcab4,3752681,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a1a531bf58311f652b400000000000000000000000000000000000000000000000042fa00f427cdb7f0,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xa62a03ae07cd1053972c9b5800ce79ecd1ad8ced8aa4597073990d4fa477caba,116,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e46627c7d1f4a000000000000000000000000000000000000000000000000000000556342ffb0a97400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe5a8000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362544,KWH
256149,0xa62a03ae07cd1053972c9b5800ce79ecd1ad8ced8aa4597073990d4fa477caba,3,0x4a6e901ee791a196c4cb1af9063236069f24a650fe93ce0c0106390a689fcab4,3752681,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000e46627c7d1f4a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005ee0118de0bc47,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0xa62a03ae07cd1053972c9b5800ce79ecd1ad8ced8aa4597073990d4fa477caba,116,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e46627c7d1f4a000000000000000000000000000000000000000000000000000000556342ffb0a97400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe5a8000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362544,KWH
256213,0xf22a40040e76ce7c42f17e76f1b22d8fa5db840a7d951b3cf5821a5f42d93159,3,0xa1d46e8ad05df5410237bf8adf1040a9750d3fe37cd92ab51633f2144ae90c83,3752683,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a2895d6ec3e880152b4000000000000000000000000000000000000000000000000429c4304e6eef122,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xf22a40040e76ce7c42f17e76f1b22d8fa5db840a7d951b3cf5821a5f42d93159,117,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e42baf6bb760b000000000000000000000000000000000000000000000000000000545e2420c87fbc00000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe5d8000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362574,KWH
256214,0xf22a40040e76ce7c42f17e76f1b22d8fa5db840a7d951b3cf5821a5f42d93159,3,0xa1d46e8ad05df5410237bf8adf1040a9750d3fe37cd92ab51633f2144ae90c83,3752683,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000e42baf6bb760b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005dbdef40dec6ce,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0xf22a40040e76ce7c42f17e76f1b22d8fa5db840a7d951b3cf5821a5f42d93159,117,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e42baf6bb760b000000000000000000000000000000000000000000000000000000545e2420c87fbc00000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe5d8000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362574,KWH
256224,0xba47b99d209dc4e512f31223cc6b9db27eaf09537d9825707a24b02d01ba515d,1,0x1362bb366f201fe64b04ccd2ae88d8b792a6f22d5828b73a42863028a8150f41,3752684,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a36d4eb4cb6bba052b4000000000000000000000000000000000000000000000000423fa20f748a73f4,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xba47b99d209dc4e512f31223cc6b9db27eaf09537d9825707a24b02d01ba515d,118,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e3f146078339f000000000000000000000000000000000000000000000000000000535da9b3c0d71400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe5e7000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362589,KWH
256225,0xba47b99d209dc4e512f31223cc6b9db27eaf09537d9825707a24b02d01ba515d,1,0x1362bb366f201fe64b04ccd2ae88d8b792a6f22d5828b73a42863028a8150f41,3752684,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000e3f146078339f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005ca0f572647d2e,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0xba47b99d209dc4e512f31223cc6b9db27eaf09537d9825707a24b02d01ba515d,118,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e3f146078339f000000000000000000000000000000000000000000000000000000535da9b3c0d71400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe5e7000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362589,KWH
256229,0x6d53b548884e6b9a6f50243de4d4451c9cfa1de224aef328f535779951731b5f,0,0x02c20a4cf38d2babc624d786030a86e3b7964429c3b5cac2058e7a816b7187f1,3752685,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a45105a062cc42fd2b400000000000000000000000000000000000000000000000041e4190a71f907f5,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0x6d53b548884e6b9a6f50243de4d4451c9cfa1de224aef328f535779951731b5f,119,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e3b6eb976088f8000000000000000000000000000000000000000000000000000005261b7b582e13400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe5f6000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362604,KWH
256230,0x6d53b548884e6b9a6f50243de4d4451c9cfa1de224aef328f535779951731b5f,0,0x02c20a4cf38d2babc624d786030a86e3b7964429c3b5cac2058e7a816b7187f1,3752685,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000e3b6eb976088f800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005b890502916bff,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0x6d53b548884e6b9a6f50243de4d4451c9cfa1de224aef328f535779951731b5f,119,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e3b6eb976088f8000000000000000000000000000000000000000000000000000005261b7b582e13400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe5f6000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362604,KWH
256241,0xc1397fd1d55ae0601a18db1cc333cb7afef02250b2fb846a0216e1ea3a8bd92e,2,0xeb94a5bf24ea572c3ece6b0ab6514c47e0e9781e3932fda8c93406b1c9e08cc7,3752686,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a53482407a4794852b40000000000000000000000000000000000000000000000004189a30ab709d67b,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xc1397fd1d55ae0601a18db1cc333cb7afef02250b2fb846a0216e1ea3a8bd92e,120,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e37ca0177b518800000000000000000000000000000000000000000000000000000516a32f50a795400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe607000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362619,KWH
256242,0xc1397fd1d55ae0601a18db1cc333cb7afef02250b2fb846a0216e1ea3a8bd92e,2,0xeb94a5bf24ea572c3ece6b0ab6514c47e0e9781e3932fda8c93406b1c9e08cc7,3752686,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000e37ca0177b518800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005a75ffbaef317a,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0xc1397fd1d55ae0601a18db1cc333cb7afef02250b2fb846a0216e1ea3a8bd92e,120,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e37ca0177b518800000000000000000000000000000000000000000000000000000516a32f50a795400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe607000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362619,KWH
256262,0xac41a3711700f758de998464fe95f878c550ded893cd586068b9758447683e21,4,0x5278bf9e843cb239f2da788d162413d96f45aa56777679041682e7af24067798,3752687,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a617c4a3fe4826bd2b400000000000000000000000000000000000000000000000041303b4270c0dbed,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xac41a3711700f758de998464fe95f878c550ded893cd586068b9758447683e21,121,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e3426384009238000000000000000000000000000000000000000000000000000005077010c0e7b1c00000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe614000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362634,KWH
256263,0xac41a3711700f758de998464fe95f878c550ded893cd586068b9758447683e21,4,0x5278bf9e843cb239f2da788d162413d96f45aa56777679041682e7af24067798,3752687,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000e342638400923800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005967c84648fa8e,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0xac41a3711700f758de998464fe95f878c550ded893cd586068b9758447683e21,121,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e3426384009238000000000000000000000000000000000000000000000000000005077010c0e7b1c00000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe614000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362634,KWH
256271,0xf17f95d8d1578bc34a5d6c05bc01db6a3aaf57303a4f33c52b7999ea20b26190,0,0xec3c79a3c18cc44df07701bc245f036e1a21954d6abf6170719efd86a60252d9,3752689,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a6faccd9d7666af52b400000000000000000000000000000000000000000000000040d7dd0047e92ef1,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xf17f95d8d1578bc34a5d6c05bc01db6a3aaf57303a4f33c52b7999ea20b26190,122,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e30835d91e4438000000000000000000000000000000000000000000000000000004f880857f54ee400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe623000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362664,KWH
256272,0xf17f95d8d1578bc34a5d6c05bc01db6a3aaf57303a4f33c52b7999ea20b26190,0,0xec3c79a3c18cc44df07701bc245f036e1a21954d6abf6170719efd86a60252d9,3752689,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000e30835d91e44380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000585e4228d7acfc,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0xf17f95d8d1578bc34a5d6c05bc01db6a3aaf57303a4f33c52b7999ea20b26190,122,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e30835d91e4438000000000000000000000000000000000000000000000000000004f880857f54ee400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe623000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362664,KWH
256304,0x297603a035d635136584057c096a5cea40e4239de452975970af16cb6ef43036,3,0x99c232b0357cb5ec754ac91382374b6bb5df1f2315b073e3145d579d6b3b1185,3752691,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a7dd9af0ea69c62d2b4000000000000000000000000000000000000000000000000408083ae8f2a5718,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0x297603a035d635136584057c096a5cea40e4239de452975970af16cb6ef43036,123,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e2ce1713035b38000000000000000000000000000000000000000000000000000004e9d2ff31228a800000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe641000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362694,KWH
256305,0x297603a035d635136584057c096a5cea40e4239de452975970af16cb6ef43036,3,0x99c232b0357cb5ec754ac91382374b6bb5df1f2315b073e3145d579d6b3b1185,3752691,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000e2ce1713035b380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000575951b8bed7d9,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0x297603a035d635136584057c096a5cea40e4239de452975970af16cb6ef43036,123,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e2ce1713035b38000000000000000000000000000000000000000000000000000004e9d2ff31228a800000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe641000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362694,KWH
256309,0xfb9b907cfe693a94fbe237c40cbfc36dbfcd3bd733e2dd3e400c7cc05eee3824,4,0x99c232b0357cb5ec754ac91382374b6bb5df1f2315b073e3145d579d6b3b1185,3752691,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a8c02ef818498b052b4000000000000000000000000000000000000000000000000402a2ad27853a020,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xfb9b907cfe693a94fbe237c40cbfc36dbfcd3bd733e2dd3e400c7cc05eee3824,124,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e294072ddfc4d8000000000000000000000000000000000000000000000000000004db65fae27a4ac00000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe650000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362694,KWH
256310,0xfb9b907cfe693a94fbe237c40cbfc36dbfcd3bd733e2dd3e400c7cc05eee3824,4,0x99c232b0357cb5ec754ac91382374b6bb5df1f2315b073e3145d579d6b3b1185,3752691,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000e294072ddfc4d800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005658dc16d6b6f8,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0xfb9b907cfe693a94fbe237c40cbfc36dbfcd3bd733e2dd3e400c7cc05eee3824,124,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1230000000,0x18cbafe500000000000000000000000000000000000000000000000e294072ddfc4d8000000000000000000000000000000000000000000000000000004db65fae27a4ac00000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafe650000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605362694,KWH
